ID,City,lat,lon,Date,Temp Morning,Temp Day,Temp Evening,Temp Night,Temp Min,Temp Max,Feels Like Morning,Feels Like Day,Feels Like Evening,Feels Like Night,Humidity,Weather,Description,Wind Speed,Precipitation Probability,Precipitation Volume,Weather Score
24,Uzes,44.0121279,4.4196718,2024-04-25 11:00:00,3.36,15.79,13.64,7.73,3.36,17.35,0.69,14.31,12.29,5.32,34,Clear,clear sky,6.49,0.0,0.0,17.35
24,Uzes,44.0121279,4.4196718,2024-04-26 11:00:00,7.29,17.56,13.17,11.45,5.01,17.56,6.28,16.62,12.24,10.64,48,Rain,light rain,8.16,0.98,0.82,12.577999999999998
24,Uzes,44.0121279,4.4196718,2024-04-27 11:00:00,11.18,15.91,13.43,12.04,9.04,15.91,10.05,15.25,12.87,11.55,65,Rain,light rain,11.97,1.0,4.68,10.442
24,Uzes,44.0121279,4.4196718,2024-04-28 11:00:00,11.73,15.98,13.67,11.6,10.79,17.33,11.33,15.49,13.23,11.32,71,Rain,moderate rain,7.24,1.0,27.93,9.536999999999999
24,Uzes,44.0121279,4.4196718,2024-04-29 11:00:00,9.33,12.54,11.27,10.43,9.29,12.86,7.02,11.86,10.44,9.59,77,Rain,moderate rain,8.77,1.0,13.8,6.4799999999999995
25,Nimes,43.8374249,4.3600687,2024-04-22 11:00:00,5.53,12.67,12.52,8.29,5.53,14.03,1.31,10.75,10.82,4.64,29,Clear,clear sky,10.27,0.0,0.0,14.03
25,Nimes,43.8374249,4.3600687,2024-04-23 11:00:00,6.41,13.13,13.94,8.87,6.41,15.09,2.32,11.28,12.25,5.72,30,Clouds,overcast clouds,9.71,0.0,0.0,15.09
25,Nimes,43.8374249,4.3600687,2024-04-24 11:00:00,5.77,15.12,15.31,8.44,5.77,16.6,2.19,13.5,13.84,6.1,31,Clouds,scattered clouds,9.44,0.0,0.0,16.6
25,Nimes,43.8374249,4.3600687,2024-04-25 11:00:00,5.14,16.77,15.06,9.7,5.14,19.02,2.73,15.31,13.69,7.7,31,Clear,clear sky,6.15,0.0,0.0,19.02
25,Nimes,43.8374249,4.3600687,2024-04-26 11:00:00,8.25,18.57,13.83,13.03,6.65,18.57,6.74,17.63,12.97,12.24,44,Rain,light rain,7.78,0.35,0.44,16.776
25,Nimes,43.8374249,4.3600687,2024-04-27 11:00:00,12.31,16.63,14.27,12.8,10.19,16.63,11.19,16.02,13.71,12.33,64,Rain,light rain,12.14,1.0,4.07,11.222999999999999
25,Nimes,43.8374249,4.3600687,2024-04-28 11:00:00,12.51,18.18,14.65,12.87,11.85,18.9,12.17,17.65,14.18,12.56,61,Rain,moderate rain,8.14,1.0,25.86,11.313999999999998
25,Nimes,43.8374249,4.3600687,2024-04-29 11:00:00,10.06,13.85,12.43,11.17,10.06,14.66,9.45,13.09,11.56,10.27,69,Rain,moderate rain,8.58,1.0,6.96,8.964
26,Aigues Mortes,43.5661521,4.19154,2024-04-22 11:00:00,7.72,12.92,13.4,9.88,7.72,14.33,3.52,11.1,11.81,6.04,32,Clear,clear sky,10.76,0.0,0.0,14.33
26,Aigues Mortes,43.5661521,4.19154,2024-04-23 11:00:00,8.12,12.88,14.65,10.87,7.92,14.87,4.05,11.11,13.14,9.24,34,Clouds,broken clouds,10.36,0.0,0.0,14.87
26,Aigues Mortes,43.5661521,4.19154,2024-04-24 11:00:00,8.34,15.27,15.28,10.85,8.25,16.88,4.37,13.82,13.96,9.4,37,Clouds,scattered clouds,10.66,0.0,0.0,16.88
26,Aigues Mortes,43.5661521,4.19154,2024-04-25 11:00:00,7.15,14.2,17.25,10.96,7.15,17.82,5.49,12.77,16.13,9.44,42,Clouds,few clouds,5.75,0.0,0.0,17.82
26,Aigues Mortes,43.5661521,4.19154,2024-04-26 11:00:00,9.45,15.29,13.94,13.95,8.79,15.29,7.21,14.49,13.45,13.44,62,Rain,light rain,8.47,0.2,0.12,14.277999999999999
26,Aigues Mortes,43.5661521,4.19154,2024-04-27 11:00:00,13.99,14.84,14.53,14.24,13.59,15.1,13.32,14.44,14.18,13.91,79,Rain,light rain,15.29,1.0,3.43,9.757
26,Aigues Mortes,43.5661521,4.19154,2024-04-28 11:00:00,13.52,15.91,14.99,13.99,13.45,15.94,13.17,15.49,14.61,13.56,74,Rain,moderate rain,8.03,1.0,16.5,9.29
26,Aigues Mortes,43.5661521,4.19154,2024-04-29 11:00:00,11.28,14.59,13.79,12.0,11.13,15.99,10.63,13.83,13.0,11.21,66,Rain,light rain,7.73,1.0,3.66,10.624
27,Saintes Maries de la mer,43.4515922,4.4277202,2024-04-22 11:00:00,7.9,12.37,12.97,9.07,7.81,13.92,3.36,10.6,11.47,4.58,36,Clear,clear sky,12.04,0.0,0.0,13.92
27,Saintes Maries de la mer,43.4515922,4.4277202,2024-04-23 11:00:00,8.44,12.38,14.68,11.04,8.31,14.72,3.93,10.67,13.25,9.53,38,Clouds,overcast clouds,11.86,0.0,0.0,14.72
27,Saintes Maries de la mer,43.4515922,4.4277202,2024-04-24 11:00:00,7.78,14.38,15.26,10.12,7.78,15.82,3.28,12.97,14.04,8.73,42,Clouds,few clouds,11.09,0.0,0.0,15.82
27,Saintes Maries de la mer,43.4515922,4.4277202,2024-04-25 11:00:00,8.09,13.96,15.19,11.58,8.09,15.65,5.52,12.56,14.41,10.33,44,Clouds,scattered clouds,7.5,0.0,0.0,15.65
27,Saintes Maries de la mer,43.4515922,4.4277202,2024-04-26 11:00:00,9.55,14.58,13.98,13.94,9.08,14.58,7.11,13.63,13.52,13.45,59,Clouds,broken clouds,9.03,0.0,0.0,14.58
27,Saintes Maries de la mer,43.4515922,4.4277202,2024-04-27 11:00:00,13.98,14.76,14.38,14.33,13.8,14.76,13.31,14.3,14.04,14.01,77,Rain,light rain,15.98,0.79,1.3,10.679999999999998
27,Saintes Maries de la mer,43.4515922,4.4277202,2024-04-28 11:00:00,14.07,15.64,14.7,14.34,14.07,15.64,13.7,15.27,14.39,13.97,77,Rain,moderate rain,9.36,1.0,14.34,9.206
27,Saintes Maries de la mer,43.4515922,4.4277202,2024-04-29 11:00:00,10.85,13.8,13.79,12.55,10.85,15.64,10.21,13.09,13.03,11.74,71,Rain,light rain,10.66,1.0,3.33,10.307
28,Collioure,42.52505,3.0831554,2024-04-22 11:00:00,8.36,14.78,13.82,11.32,8.36,15.48,3.86,12.99,12.22,9.66,26,Clear,clear sky,13.59,0.0,0.0,15.48
28,Collioure,42.52505,3.0831554,2024-04-23 11:00:00,7.4,13.27,12.73,10.37,7.4,14.6,2.9,11.54,11.18,8.77,34,Clear,clear sky,11.47,0.0,0.0,14.6
28,Collioure,42.52505,3.0831554,2024-04-24 11:00:00,9.02,15.87,15.3,10.07,8.88,18.3,4.83,14.45,14.11,9.09,36,Clear,clear sky,12.71,0.0,0.0,18.3
28,Collioure,42.52505,3.0831554,2024-04-25 11:00:00,9.5,15.56,16.37,11.45,8.83,16.57,8.08,14.42,15.39,10.69,48,Clouds,scattered clouds,3.8,0.0,0.0,16.57
28,Collioure,42.52505,3.0831554,2024-04-26 11:00:00,11.74,15.22,15.3,12.46,11.37,15.94,10.88,14.57,14.69,12.16,68,Rain,light rain,6.48,0.24,0.17,14.723
28,Collioure,42.52505,3.0831554,2024-04-27 11:00:00,12.19,16.68,16.02,12.5,12.19,17.7,11.84,16.39,15.66,12.05,76,Rain,light rain,7.18,0.96,3.57,12.543
28,Collioure,42.52505,3.0831554,2024-04-28 11:00:00,11.68,16.96,11.55,11.72,10.53,16.96,10.84,16.23,11.19,11.01,58,Rain,moderate rain,6.59,1.0,12.96,10.664000000000001
28,Collioure,42.52505,3.0831554,2024-04-29 11:00:00,12.01,17.33,15.84,14.2,10.86,17.9,11.09,16.24,14.81,13.06,43,Clouds,overcast clouds,8.91,0.8,0.0,13.899999999999999
29,Carcassonne,43.2130358,2.3491069,2024-04-22 11:00:00,2.97,11.56,11.67,8.11,2.97,12.87,-1.08,9.71,10.04,4.6,36,Rain,light rain,9.66,0.36,0.11,11.059000000000001
29,Carcassonne,43.2130358,2.3491069,2024-04-23 11:00:00,3.28,11.07,11.12,6.67,3.05,12.06,-0.92,9.41,9.62,2.76,45,Rain,light rain,8.39,0.74,1.05,8.254999999999999
29,Carcassonne,43.2130358,2.3491069,2024-04-24 11:00:00,4.25,10.15,12.01,8.64,4.11,12.98,-0.62,8.81,10.89,6.03,61,Clouds,broken clouds,10.95,0.0,0.0,12.98
29,Carcassonne,43.2130358,2.3491069,2024-04-25 11:00:00,7.0,15.03,15.88,9.69,7.0,16.66,4.43,13.89,14.8,8.63,50,Clouds,broken clouds,5.36,0.04,0.0,16.46
29,Carcassonne,43.2130358,2.3491069,2024-04-26 11:00:00,10.02,17.03,14.59,11.58,9.03,17.03,9.32,16.04,13.91,11.04,48,Clouds,overcast clouds,8.69,0.14,0.0,16.330000000000002
29,Carcassonne,43.2130358,2.3491069,2024-04-27 11:00:00,12.17,19.24,13.39,10.32,10.32,19.24,11.64,18.6,12.9,9.68,53,Rain,moderate rain,9.35,1.0,5.1,13.729999999999999
29,Carcassonne,43.2130358,2.3491069,2024-04-28 11:00:00,9.49,15.98,10.35,9.55,8.66,15.98,8.35,15.15,9.87,7.64,58,Rain,moderate rain,5.51,1.0,5.22,10.458
29,Carcassonne,43.2130358,2.3491069,2024-04-29 11:00:00,8.85,16.06,13.96,10.79,8.49,16.49,5.99,15.0,12.98,9.86,49,Clouds,overcast clouds,6.84,0.58,0.0,13.589999999999998
30,Ariege,42.8458016,1.6067586,2024-04-22 11:00:00,2.0,8.52,6.29,3.06,2.0,9.28,0.19,6.14,3.97,0.97,41,Snow,rain and snow,4.62,1.0,1.09,4.170999999999999
30,Ariege,42.8458016,1.6067586,2024-04-23 11:00:00,1.77,5.07,4.67,2.04,1.77,5.5,-0.51,2.47,2.47,0.43,85,Snow,rain and snow,3.17,1.0,3.26,0.174
30,Ariege,42.8458016,1.6067586,2024-04-24 11:00:00,1.5,8.65,8.13,5.48,1.5,9.14,-0.79,6.36,7.29,4.09,76,Snow,light snow,3.98,1.0,0.0,4.140000000000001
30,Ariege,42.8458016,1.6067586,2024-04-25 11:00:00,6.69,9.01,9.58,8.59,5.42,12.05,6.69,9.01,9.58,8.59,89,Rain,light rain,3.18,1.0,2.53,6.797000000000001
30,Ariege,42.8458016,1.6067586,2024-04-26 11:00:00,7.79,14.75,11.45,8.54,6.94,15.61,6.98,14.08,10.87,6.31,69,Rain,light rain,3.79,1.0,2.19,10.391
30,Ariege,42.8458016,1.6067586,2024-04-27 11:00:00,9.56,15.47,10.97,7.68,7.68,15.81,7.87,14.67,10.37,7.12,61,Rain,light rain,3.82,0.93,2.75,10.885
30,Ariege,42.8458016,1.6067586,2024-04-28 11:00:00,7.78,11.33,7.73,7.29,6.77,11.8,7.78,10.76,7.73,7.29,86,Rain,moderate rain,2.02,1.0,12.36,5.564000000000001
30,Ariege,42.8458016,1.6067586,2024-04-29 11:00:00,6.7,10.93,8.56,6.94,6.7,10.93,5.93,10.04,8.56,6.94,75,Rain,light rain,2.65,1.0,7.65,5.164999999999999
31,Toulouse,43.6044622,1.4442469,2024-04-22 11:00:00,2.02,10.99,11.71,8.01,2.02,12.62,-1.33,9.22,10.09,5.04,41,Clear,clear sky,6.66,0.0,0.0,12.62
31,Toulouse,43.6044622,1.4442469,2024-04-23 11:00:00,2.11,10.36,11.67,5.48,1.97,12.02,-1.47,8.81,10.07,2.54,52,Rain,light rain,6.0,1.0,1.34,6.885999999999999
31,Toulouse,43.6044622,1.4442469,2024-04-24 11:00:00,2.59,10.77,10.11,8.38,2.56,11.86,-1.41,9.5,9.19,5.8,61,Rain,light rain,7.12,0.2,0.12,10.847999999999999
31,Toulouse,43.6044622,1.4442469,2024-04-25 11:00:00,4.31,14.22,13.99,8.89,4.31,15.03,2.81,13.13,13.22,7.74,55,Rain,light rain,5.08,0.99,1.34,9.945999999999998
31,Toulouse,43.6044622,1.4442469,2024-04-26 11:00:00,7.27,17.57,14.32,12.44,7.17,17.67,7.27,16.74,13.64,11.72,52,Clouds,broken clouds,7.96,0.0,0.0,17.67
31,Toulouse,43.6044622,1.4442469,2024-04-27 11:00:00,12.27,18.44,12.35,10.59,10.59,18.44,11.59,17.83,11.86,9.98,57,Rain,moderate rain,8.32,1.0,8.74,12.566
31,Toulouse,43.6044622,1.4442469,2024-04-28 11:00:00,9.22,13.93,10.31,8.41,8.41,13.93,9.22,13.0,9.75,6.3,62,Rain,light rain,4.53,1.0,4.53,8.477
31,Toulouse,43.6044622,1.4442469,2024-04-29 11:00:00,7.16,15.95,13.1,11.01,7.16,15.95,5.09,14.85,12.22,10.12,48,Rain,light rain,4.83,0.25,0.51,14.649
32,Montauban,44.0175835,1.3549991,2024-04-22 11:00:00,0.91,10.8,11.59,7.59,0.91,12.73,-1.89,9.14,10.14,5.22,46,Clear,clear sky,6.96,0.0,0.0,12.73
32,Montauban,44.0175835,1.3549991,2024-04-23 11:00:00,0.8,10.56,11.5,4.74,0.8,12.36,-2.08,9.06,10.12,1.75,53,Rain,light rain,6.36,0.91,0.73,7.736999999999999
32,Montauban,44.0175835,1.3549991,2024-04-24 11:00:00,1.44,10.41,8.59,8.29,1.44,12.86,-1.8,9.26,6.54,6.84,67,Rain,light rain,6.49,0.61,0.88,9.722
32,Montauban,44.0175835,1.3549991,2024-04-25 11:00:00,4.01,13.98,14.33,8.65,4.01,15.2,2.94,12.95,13.54,7.11,58,Rain,light rain,3.51,1.0,0.69,10.130999999999998
32,Montauban,44.0175835,1.3549991,2024-04-26 11:00:00,7.23,16.8,14.06,11.72,7.23,17.42,7.23,16.02,13.45,10.98,57,Clouds,scattered clouds,6.49,0.0,0.0,17.42
32,Montauban,44.0175835,1.3549991,2024-04-27 11:00:00,12.63,17.39,12.97,10.64,10.64,17.39,11.93,16.86,12.39,10.08,64,Rain,light rain,9.02,1.0,6.25,11.765
32,Montauban,44.0175835,1.3549991,2024-04-28 11:00:00,9.11,14.87,11.55,9.05,9.05,14.87,8.52,13.93,10.85,7.58,58,Rain,light rain,4.29,1.0,2.67,9.603
32,Montauban,44.0175835,1.3549991,2024-04-29 11:00:00,7.03,15.85,13.18,11.0,7.03,15.85,5.7,14.87,12.36,10.14,53,Rain,light rain,4.5,0.25,0.42,14.558
33,Biarritz,43.4832523,-1.5592776,2024-04-22 12:00:00,5.48,11.69,10.79,11.07,5.42,11.69,2.71,10.14,9.54,9.8,47,Rain,light rain,8.02,0.6,0.36,8.654
33,Biarritz,43.4832523,-1.5592776,2024-04-23 12:00:00,7.54,8.55,10.45,9.43,6.37,11.29,6.45,6.66,9.04,7.07,78,Rain,moderate rain,5.94,1.0,5.0,5.789999999999999
33,Biarritz,43.4832523,-1.5592776,2024-04-24 12:00:00,10.21,12.26,12.14,11.5,8.79,12.85,9.24,11.42,11.42,10.79,72,Rain,light rain,5.85,1.0,2.66,7.584
33,Biarritz,43.4832523,-1.5592776,2024-04-25 12:00:00,11.06,12.93,12.37,11.44,10.98,13.19,10.47,12.32,11.8,10.68,78,Rain,light rain,6.27,1.0,5.95,7.595
33,Biarritz,43.4832523,-1.5592776,2024-04-26 12:00:00,9.63,14.94,15.49,13.04,9.58,16.35,8.91,14.19,14.9,12.49,65,Rain,light rain,4.44,0.2,0.1,15.340000000000002
33,Biarritz,43.4832523,-1.5592776,2024-04-27 12:00:00,12.07,13.89,11.94,10.71,10.71,16.06,11.53,13.08,11.23,9.82,67,Rain,light rain,7.96,1.0,3.98,10.661999999999999
33,Biarritz,43.4832523,-1.5592776,2024-04-28 12:00:00,9.32,13.53,12.05,11.07,9.09,13.65,8.39,12.43,11.3,10.22,57,Rain,light rain,5.24,1.0,4.5,8.200000000000001
33,Biarritz,43.4832523,-1.5592776,2024-04-29 12:00:00,10.69,13.44,13.17,11.27,10.69,14.04,9.9,12.67,12.34,10.44,70,Rain,light rain,5.02,1.0,8.52,8.187999999999999
34,Bayonne,43.4945144,-1.4736657,2024-04-22 12:00:00,4.31,12.35,10.53,10.72,3.96,12.35,2.26,10.79,9.31,9.41,44,Rain,light rain,7.31,0.5,0.25,9.825
34,Bayonne,43.4945144,-1.4736657,2024-04-23 12:00:00,6.13,8.41,10.08,7.99,5.49,11.11,6.13,6.89,8.68,6.28,78,Rain,moderate rain,5.09,1.0,5.53,5.5569999999999995
34,Bayonne,43.4945144,-1.4736657,2024-04-24 12:00:00,9.14,12.31,11.7,10.61,7.21,12.9,7.09,11.53,11.04,9.95,74,Rain,light rain,5.3,1.0,3.34,7.566000000000001
34,Bayonne,43.4945144,-1.4736657,2024-04-25 12:00:00,10.56,13.01,12.08,10.39,10.24,13.56,10.02,12.43,11.56,9.68,79,Rain,light rain,5.22,1.0,5.98,7.962000000000001
34,Bayonne,43.4945144,-1.4736657,2024-04-26 12:00:00,8.81,15.52,15.27,12.42,8.64,16.7,7.97,14.8,14.68,11.83,64,Clouds,overcast clouds,4.02,0.0,0.0,16.7
34,Bayonne,43.4945144,-1.4736657,2024-04-27 12:00:00,11.11,14.62,11.41,9.39,9.39,16.3,10.57,13.81,10.75,8.09,64,Rain,light rain,6.37,1.0,3.71,10.929
34,Bayonne,43.4945144,-1.4736657,2024-04-28 12:00:00,8.31,13.89,11.67,9.8,8.05,13.89,7.51,12.77,10.96,8.77,55,Rain,light rain,4.89,1.0,3.93,8.497
34,Bayonne,43.4945144,-1.4736657,2024-04-29 12:00:00,9.77,13.65,12.99,10.08,9.77,14.32,8.58,12.9,12.17,9.28,70,Rain,light rain,4.91,1.0,7.92,8.528
35,La Rochelle,46.1591126,-1.1520434,2024-04-22 12:00:00,4.41,11.13,10.09,7.75,4.35,11.74,0.54,9.63,8.75,4.6,51,Rain,light rain,8.1,0.2,0.11,10.729000000000001
35,La Rochelle,46.1591126,-1.1520434,2024-04-23 12:00:00,4.33,10.3,11.09,8.78,4.33,11.64,0.5,8.69,9.74,6.12,50,Clouds,few clouds,6.57,0.0,0.0,11.64
35,La Rochelle,46.1591126,-1.1520434,2024-04-24 12:00:00,7.85,9.73,11.47,11.28,6.33,11.93,6.36,9.23,10.53,10.45,78,Rain,light rain,5.59,0.36,0.53,10.076999999999998
35,La Rochelle,46.1591126,-1.1520434,2024-04-25 12:00:00,6.82,12.15,11.62,9.61,6.82,12.84,3.42,11.01,10.61,7.37,61,Rain,light rain,6.15,1.0,1.64,7.676
35,La Rochelle,46.1591126,-1.1520434,2024-04-26 12:00:00,7.82,12.33,12.54,11.28,6.9,12.81,7.82,11.26,11.83,10.74,63,Rain,light rain,6.35,0.2,0.11,11.799000000000001
35,La Rochelle,46.1591126,-1.1520434,2024-04-27 12:00:00,10.5,12.57,12.23,12.24,10.5,12.57,9.67,11.87,11.49,11.3,76,Rain,moderate rain,14.31,1.0,9.38,6.632
35,La Rochelle,46.1591126,-1.1520434,2024-04-28 12:00:00,11.32,12.71,12.46,11.15,11.13,12.86,10.47,11.84,11.51,10.17,69,Rain,light rain,8.6,1.0,3.57,7.502999999999999
35,La Rochelle,46.1591126,-1.1520434,2024-04-29 12:00:00,8.74,13.15,12.63,11.26,8.74,13.32,7.43,12.3,11.72,10.32,68,Rain,light rain,5.8,0.2,0.21,12.299
